,Material,Type,Coat,Diameter (nm),Concentration (ug/ml),Surface_Charge,Cell_Type,Cell Line_Primary Cell,Human_Animal,Cell_Age,Time (hr),Cell_Viability (%)
584,Au,I,Citrate,0.47588499532711054,3.912023005428146,unknown,95D,L,H,A,72,1.4304142343277928
585,Au,I,Citrate,0.834032445247956,3.912023005428146,unknown,95D,L,H,A,72,1.526140815843576
586,Iron oxide,I,PEI,0.834032445247956,1.1394342831883648,Positive,RAW264.7,L,A,A,48,1.5234095206942229
587,Iron oxide,I,PEI,0.834032445247956,1.8325814637483102,Positive,RAW264.7,L,A,A,48,1.4849096245317508
592,Iron oxide,I,PEG,0.834032445247956,3.912023005428146,Neutral,RAW264.7,L,A,A,48,1.4867830703438305
593,Iron oxide,I,PEG,0.834032445247956,4.605170185988092,Neutral,RAW264.7,L,A,A,48,1.3956979700881007
594,Iron oxide,I,PEG,1.224127540701542,1.1394342831883648,Neutral,RAW264.7,L,A,A,48,1.5218793885356767
595,Iron oxide,I,PEG,1.224127540701542,1.8325814637483102,Neutral,RAW264.7,L,A,A,48,1.5207214637313444
596,Iron oxide,I,PEG,1.224127540701542,3.912023005428146,Neutral,RAW264.7,L,A,A,48,1.499393520250803
597,Iron oxide,I,PEG,1.224127540701542,4.605170185988092,Neutral,RAW264.7,L,A,A,48,1.457018580380875
598,Iron oxide,I,PEI,0.834032445247956,1.1394342831883648,Positive,SKOV-3,L,H,A,48,1.4494746398988803
604,Iron oxide,I,PEG,0.834032445247956,3.2188758248682006,Neutral,SKOV-3,L,H,A,48,1.5076194094426558
605,Iron oxide,I,PEG,0.834032445247956,3.912023005428146,Neutral,SKOV-3,L,H,A,48,1.4714872437737618
606,Iron oxide,I,PEG,0.834032445247956,4.605170185988092,Neutral,SKOV-3,L,H,A,48,1.3935637810459962
607,Iron oxide,I,PEG,1.224127540701542,1.1394342831883648,Neutral,SKOV-3,L,H,A,48,1.5235159422890125
608,Iron oxide,I,PEG,1.224127540701542,1.8325814637483102,Neutral,SKOV-3,L,H,A,48,1.5263721855271066
609,Iron oxide,I,PEG,1.224127540701542,2.5257286443082556,Neutral,SKOV-3,L,H,A,48,1.5271796258079011
610,Iron oxide,I,PEG,1.224127540701542,3.2188758248682006,Neutral,SKOV-3,L,H,A,48,1.5247462684006081
611,Iron oxide,I,PEG,1.224127540701542,3.912023005428146,Neutral,SKOV-3,L,H,A,48,1.484673758266352
612,Iron oxide,I,PEG,1.224127540701542,4.605170185988092,Neutral,SKOV-3,L,H,A,48,1.434793923498099
613,CuO,I,None,1.344206451368046,0.0,Positive,HCMEC,P,H,A,12,1.525016818882074
614,CuO,I,None,1.344206451368046,1.6094379124341003,Positive,HCMEC,P,H,A,12,1.4854351251572062
615,CuO,I,None,1.344206451368046,2.302585092994046,Positive,HCMEC,P,H,A,12,1.4228498526445126
616,CuO,I,None,1.344206451368046,2.995732273553991,Positive,HCMEC,P,H,A,12,1.3380041556258058
619,Iron oxide,I,None,1.3216235848184232,0.0,Negative,HCMEC,P,H,A,12,1.5206313890355383
620,Iron oxide,I,None,1.3216235848184232,1.6094379124341003,Negative,HCMEC,P,H,A,12,1.5250234125609698
621,Iron oxide,I,None,1.3216235848184232,2.302585092994046,Negative,HCMEC,P,H,A,12,1.5250234125609698
622,Iron oxide,I,None,1.3216235848184232,2.995732273553991,Negative,HCMEC,P,H,A,12,1.5198910656451126
623,Iron oxide,I,None,1.3216235848184232,3.912023005428146,Negative,HCMEC,P,H,A,12,1.52357134514706
624,Iron oxide,I,None,1.3216235848184232,4.605170185988092,Negative,HCMEC,P,H,A,12,1.5176447318887802
625,Iron oxide,I,None,1.3470032782508552,1.6094379124341003,Positive,HCMEC,P,H,A,12,1.5206313890355383
626,Iron oxide,I,None,1.3470032782508552,2.302585092994046,Positive,HCMEC,P,H,A,12,1.5271796258079011
627,Iron oxide,I,None,1.3470032782508552,2.995732273553991,Positive,HCMEC,P,H,A,12,1.5206313890355383
628,Iron oxide,I,None,1.3470032782508552,3.912023005428146,Positive,HCMEC,P,H,A,12,1.5250234125609698
629,Iron oxide,I,None,1.3470032782508552,4.605170185988092,Positive,HCMEC,P,H,A,12,1.5206313890355383
630,CuO,I,None,1.344206451368046,0.0,Positive,HCMEC,P,H,A,24,1.5184262807742674
631,CuO,I,None,1.344206451368046,1.6094379124341003,Positive,HCMEC,P,H,A,24,1.4619125386442442
632,CuO,I,None,1.344206451368046,2.302585092994046,Positive,HCMEC,P,H,A,24,1.3244348963828354
636,Iron oxide,I,None,1.3216235848184232,0.0,Negative,HCMEC,P,H,A,24,1.5131131126719233
637,Iron oxide,I,None,1.3216235848184232,1.6094379124341003,Negative,HCMEC,P,H,A,24,1.5003560362059267
638,Iron oxide,I,None,1.3216235848184232,2.302585092994046,Negative,HCMEC,P,H,A,24,1.5011781010318255
639,Iron oxide,I,None,1.3216235848184232,2.995732273553991,Negative,HCMEC,P,H,A,24,1.5092222453809363
640,Iron oxide,I,None,1.3216235848184232,3.912023005428146,Negative,HCMEC,P,H,A,24,1.5092222453809363
641,Iron oxide,I,None,1.3216235848184232,4.605170185988092,Negative,HCMEC,P,H,A,24,1.5028161588079478
642,Iron oxide,I,None,1.3470032782508552,0.0,Positive,HCMEC,P,H,A,24,1.5176767919056537
643,Iron oxide,I,None,1.3470032782508552,1.6094379124341003,Positive,HCMEC,P,H,A,24,1.506847901831507
644,Iron oxide,I,None,1.3470032782508552,2.302585092994046,Positive,HCMEC,P,H,A,24,1.510789606912354
645,Iron oxide,I,None,1.3470032782508552,2.995732273553991,Positive,HCMEC,P,H,A,24,1.501998971501507
646,Iron oxide,I,None,1.3470032782508552,3.912023005428146,Positive,HCMEC,P,H,A,24,1.501998971501507
647,Iron oxide,I,None,1.3470032782508552,4.605170185988092,Positive,HCMEC,P,H,A,24,1.510789606912354
648,Iron oxide,I,Tween80,1.2691483887884287,3.2188758248682006,unknown,J774A.1,L,A,A,3,1.5271796258079011
649,Iron oxide,I,Tween80,1.2691483887884287,4.605170185988092,unknown,J774A.1,L,A,A,3,1.5101461471393496
650,Iron oxide,I,Tween80,1.2691483887884287,5.298317366548036,unknown,J774A.1,L,A,A,3,1.5236998137512539
651,Iron oxide,I,Tween80,1.2691483887884287,5.703782474656201,unknown,J774A.1,L,A,A,3,1.502967731986503
652,Iron oxide,I,Tween80,1.2691483887884287,5.991464547107982,unknown,J774A.1,L,A,A,3,1.5122986806726664
653,Iron oxide,I,Tween80,1.2691483887884287,6.214608098422191,unknown,J774A.1,L,A,A,3,1.4607367955312367
654,Iron oxide,I,Tween80,1.2691483887884287,3.2188758248682006,unknown,J774A.1,L,A,A,6,1.5170505883187366
655,Iron oxide,I,Tween80,1.2691483887884287,4.605170185988092,unknown,J774A.1,L,A,A,6,1.5112268046489086
656,Iron oxide,I,Tween80,1.2691483887884287,5.298317366548036,unknown,J774A.1,L,A,A,6,1.4429462845859062
657,Iron oxide,I,Tween80,1.2691483887884287,5.703782474656201,unknown,J774A.1,L,A,A,6,1.3780491936726345
658,Iron oxide,I,Tween80,1.2691483887884287,5.991464547107982,unknown,J774A.1,L,A,A,6,1.4250435634184095
659,Iron oxide,I,Tween80,1.2691483887884287,6.214608098422191,unknown,J774A.1,L,A,A,6,1.4108928199401
660,Au,I,None,1.4154614742103653,0.6931471805599453,Negative,CCL-110,L,H,Fetus,24,1.4642850771755362
661,Au,I,None,1.4154614742103653,1.3862943611198906,Negative,CCL-110,L,H,Fetus,24,1.4760421646154682
662,Au,I,None,1.4154614742103653,2.995732273553991,Negative,CCL-110,L,H,Fetus,24,1.4547713195034533
667,Au,I,None,1.4154614742103653,0.6931471805599453,Negative,RFPEC,L,A,A,24,1.5142182357938097
668,Au,I,None,1.4154614742103653,1.3862943611198906,Negative,RFPEC,L,A,A,24,1.504781744767744
682,Au,I,CTAB,1.045531216040954,2.1972245773362196,unknown,MDCK-II,L,A,A,24,1.52118687879429
689,Au,I,CTAB,1.045531216040954,0.598836501088704,unknown,MDCK-II,L,A,A,24,1.5050250345251357
690,Au,I,CTAB,1.045531216040954,1.776645831418007,unknown,MDCK-II,L,A,A,24,1.5166986834965275
691,Au,I,CTAB,1.045531216040954,2.2460147415056513,unknown,MDCK-II,L,A,A,24,1.5187429589715213
692,Au,I,CTAB,1.045531216040954,2.6390573296152584,unknown,MDCK-II,L,A,A,24,1.4061240474113146
693,Au,I,CTAB,1.045531216040954,2.9444389791664403,unknown,MDCK-II,L,A,A,24,1.3815350226354384
694,Au,I,CTAB,1.045531216040954,3.4210000089583352,unknown,MDCK-II,L,A,A,24,1.3815350226354384
695,Au,I,Citrate,0.4999620030965649,2.302585092994046,Negative,HEBC3-KT,L,H,A,48,1.5271796258079011
696,Au,I,Citrate,0.4999620030965649,2.995732273553991,Negative,HEBC3-KT,L,H,A,48,1.5231587363907333
697,Au,I,Citrate,0.4999620030965649,3.912023005428146,Negative,HEBC3-KT,L,H,A,48,1.5200832111557483
698,Au,I,Citrate,1.3599230813773067,2.302585092994046,Negative,HEBC3-KT,L,H,A,48,1.5271796258079011
699,CuO,I,None,1.1404179466061803,0.6931471805599453,Negative,HepG2,L,H,A,24,1.4869756067648994
700,CuO,I,None,1.1404179466061803,1.6094379124341003,Negative,HepG2,L,H,A,24,1.4434938051944575
701,CuO,I,None,1.1404179466061803,2.302585092994046,Negative,HepG2,L,H,A,24,1.3711481360397677
704,CuO,I,None,1.1404179466061803,0.6931471805599453,Negative,HepG2,L,H,A,24,1.4814485846865084
705,CuO,I,None,1.1404179466061803,1.6094379124341003,Negative,HepG2,L,H,A,24,1.4333474636535548
706,CuO,I,None,1.1404179466061803,2.302585092994046,Negative,HepG2,L,H,A,24,1.3699151041104067
707,CuO,I,None,1.1404179466061803,3.2188758248682006,Negative,HepG2,L,H,A,24,1.30637061623095
709,Iron oxide,I,None,1.2071441643960934,0.0,Negative,mDF,P,A,A,6,1.5051723244629684
710,Iron oxide,I,None,1.2071441643960934,2.302585092994046,Negative,mDF,P,A,A,6,1.4922680380572328
711,Iron oxide,I,None,1.2071441643960934,3.912023005428146,Negative,mDF,P,A,A,6,1.4978520561138766
712,Iron oxide,I,None,1.2071441643960934,4.605170185988092,Negative,mDF,P,A,A,6,1.4775113193551406
713,Iron oxide,I,None,1.2071441643960934,0.0,Negative,mDF,P,A,A,24,1.5271796258079011
714,Iron oxide,I,None,1.2071441643960934,2.302585092994046,Negative,mDF,P,A,A,24,1.4998539382969776
715,Iron oxide,I,None,1.2071441643960934,3.912023005428146,Negative,mDF,P,A,A,24,1.4929750881239081
716,Iron oxide,I,None,1.2071441643960934,4.605170185988092,Negative,mDF,P,A,A,24,1.4668607108139677
717,Iron oxide,I,None,1.2071441643960934,0.0,Negative,mDF,P,A,A,48,1.466878830566691
718,Iron oxide,I,None,1.2071441643960934,2.302585092994046,Negative,mDF,P,A,A,48,1.489516589315581
719,Iron oxide,I,None,1.2071441643960934,3.912023005428146,Negative,mDF,P,A,A,48,1.4620024385559447
720,Iron oxide,I,None,1.2071441643960934,4.605170185988092,Negative,mDF,P,A,A,48,1.423275402015105
721,Iron oxide,I,None,1.2071441643960934,0.0,Negative,hPDLF,P,H,A,6,1.5271796258079011
722,Iron oxide,I,None,1.2071441643960934,2.302585092994046,Negative,hPDLF,P,H,A,6,1.5143582336932586
723,Iron oxide,I,None,1.2071441643960934,3.912023005428146,Negative,hPDLF,P,H,A,6,1.5176493122411883
724,Iron oxide,I,None,1.2071441643960934,4.605170185988092,Negative,hPDLF,P,H,A,6,1.4954660435737157
725,Iron oxide,I,None,1.2071441643960934,0.0,Negative,hPDLF,P,H,A,24,1.3894329241075134
726,Iron oxide,I,None,1.2071441643960934,2.302585092994046,Negative,hPDLF,P,H,A,24,1.378991637257197
727,Iron oxide,I,None,1.2071441643960934,3.912023005428146,Negative,hPDLF,P,H,A,24,1.3881577364226179
728,Iron oxide,I,None,1.2071441643960934,4.605170185988092,Negative,hPDLF,P,H,A,24,1.3721822364028895
729,Iron oxide,I,None,1.2071441643960934,0.0,Negative,hPDLF,P,H,A,48,1.374608740831443
730,Iron oxide,I,None,1.2071441643960934,2.302585092994046,Negative,hPDLF,P,H,A,48,1.358194150271673
731,Iron oxide,I,None,1.2071441643960934,3.912023005428146,Negative,hPDLF,P,H,A,48,1.3286826781612397
732,Iron oxide,I,None,1.2071441643960934,4.605170185988092,Negative,hPDLF,P,H,A,48,1.3041743211717018
733,Au,I,None,1.4289675858306226,0.6931471805599453,Negative,CCL-110,P,H,Fetus,24,1.4650611812844614
734,Au,I,None,1.4289675858306226,1.3862943611198906,Negative,CCL-110,P,H,Fetus,24,1.5018265953213494
735,Au,I,None,1.4289675858306226,2.995732273553991,Negative,CCL-110,P,H,Fetus,24,1.493880539808272
736,Au,I,None,1.4289675858306226,3.6888794541139363,Negative,CCL-110,P,H,Fetus,24,1.5062171019202262
737,Au,I,None,1.4289675858306226,5.298317366548036,Negative,CCL-110,P,H,Fetus,24,1.4867830703438305
738,Au,I,None,1.4289675858306226,5.991464547107982,Negative,CCL-110,P,H,Fetus,24,1.4762404471812838
745,Au,I,Citrate,1.4138747481965726,0.0,Negative,CCL-110,P,H,Fetus,24,1.5140547674140736
746,Au,I,Citrate,1.4138747481965726,2.302585092994046,Negative,CCL-110,P,H,Fetus,24,1.475371035816705
747,Au,I,Citrate,1.4138747481965726,2.70805020110221,Negative,CCL-110,P,H,Fetus,24,1.510203436344499
748,Au,I,Citrate,1.4138747481965726,2.995732273553991,Negative,CCL-110,P,H,Fetus,24,1.4471121658180968
749,Au,I,Citrate,1.4138747481965726,3.2188758248682006,Negative,CCL-110,P,H,Fetus,24,1.4203153390161518
752,Iron oxide,I,None,0.5831980807826592,0.6931471805599453,Negative,HeLa,L,H,A,24,1.4950255592581787
753,Iron oxide,I,None,0.5831980807826592,1.3862943611198906,Negative,HeLa,L,H,A,24,1.4901410640950516
754,Iron oxide,I,None,0.5831980807826592,0.6931471805599453,Negative,HeLa,L,H,A,48,1.4554110801565727
755,Iron oxide,I,None,0.5831980807826592,1.3862943611198906,Negative,HeLa,L,H,A,48,1.4299344435158192
756,Iron oxide,I,None,0.5831980807826592,0.6931471805599453,Negative,HeLa,L,H,A,72,1.3651610205885516
757,Iron oxide,I,None,0.5831980807826592,1.3862943611198906,Negative,HeLa,L,H,A,72,1.3199160656527942
758,Iron oxide,I,Chitosan,0.7320993680864453,0.6931471805599453,Positive,HeLa,L,H,A,24,1.4983673243507973
759,Iron oxide,I,Chitosan,0.7320993680864453,1.3862943611198906,Positive,HeLa,L,H,A,24,1.4950255592581787
760,Iron oxide,I,Chitosan,0.7320993680864453,0.6931471805599453,Positive,HeLa,L,H,A,48,1.4876492553413685
761,Iron oxide,I,Chitosan,0.7320993680864453,1.3862943611198906,Positive,HeLa,L,H,A,48,1.4741260829767633
762,Iron oxide,I,Chitosan,0.7320993680864453,0.6931471805599453,Positive,HeLa,L,H,A,72,1.4783935152312155
763,Iron oxide,I,Chitosan,0.7320993680864453,1.3862943611198906,Positive,HeLa,L,H,A,72,1.4499707188732305
764,Iron oxide,I,None,0.5831980807826592,0.6931471805599453,Negative,A549,L,H,A,24,1.5152400500015684
765,Iron oxide,I,None,0.5831980807826592,1.3862943611198906,Negative,A549,L,H,A,24,1.507161267667182
766,Iron oxide,I,None,0.5831980807826592,0.6931471805599453,Negative,A549,L,H,A,48,1.478722552662841
767,Iron oxide,I,None,0.5831980807826592,1.3862943611198906,Negative,A549,L,H,A,48,1.422994340019162
768,Iron oxide,I,None,0.5831980807826592,0.6931471805599453,Negative,A549,L,H,A,72,1.4528975149177128
769,Iron oxide,I,None,0.5831980807826592,1.3862943611198906,Negative,A549,L,H,A,72,1.3386067611863584
770,Iron oxide,I,Chitosan,0.7320993680864453,0.6931471805599453,Positive,A549,L,H,A,24,1.5172044739799035
771,Iron oxide,I,Chitosan,0.7320993680864453,1.3862943611198906,Positive,A549,L,H,A,24,1.5117505231464108
772,Iron oxide,I,Chitosan,0.7320993680864453,0.6931471805599453,Positive,A549,L,H,A,48,1.5050839648312109
773,Iron oxide,I,Chitosan,0.7320993680864453,1.3862943611198906,Positive,A549,L,H,A,48,1.4863973934029626
774,Iron oxide,I,Chitosan,0.7320993680864453,0.6931471805599453,Positive,A549,L,H,A,72,1.4992440141968026
775,Iron oxide,I,Chitosan,0.7320993680864453,1.3862943611198906,Positive,A549,L,H,A,72,1.46102363197448
776,Iron oxide,I,None,0.5831980807826592,0.6931471805599453,Negative,HEK293,L,H,E,24,1.5012357827957605
777,Iron oxide,I,None,0.5831980807826592,1.3862943611198906,Negative,HEK293,L,H,E,24,1.46102363197448
778,Iron oxide,I,None,0.5831980807826592,0.6931471805599453,Negative,HEK293,L,H,E,48,1.463284252501291
779,Iron oxide,I,None,0.5831980807826592,1.3862943611198906,Negative,HEK293,L,H,E,48,1.4368143095583943
780,Iron oxide,I,Chitosan,0.7320993680864453,0.6931471805599453,Positive,HEK293,L,H,E,24,1.5219554238557844
781,Iron oxide,I,Chitosan,0.7320993680864453,1.3862943611198906,Positive,HEK293,L,H,E,24,1.5182483316926259
782,Iron oxide,I,Chitosan,0.7320993680864453,0.6931471805599453,Positive,HEK293,L,H,E,48,1.5219554238557844
783,Iron oxide,I,Chitosan,0.7320993680864453,1.3862943611198906,Positive,HEK293,L,H,E,48,1.5161545230912925
784,CuO,I,None,1.224127540701542,1.6094379124341003,Negative,A549,L,H,A,24,1.5224711640909927
785,CuO,I,None,1.224127540701542,2.995732273553991,Negative,A549,L,H,A,24,1.489230331125991
786,CuO,I,None,1.224127540701542,3.4011973816621555,Negative,A549,L,H,A,24,1.3944668019612934
790,CuO,I,None,1.224127540701542,1.6094379124341003,Negative,A549,L,H,A,48,1.4310350909160707
795,Au,I,Citrate,0.4366811181152756,4.605170185988092,Negative,RAW264.7,L,A,A,48,1.3814881274853121
796,Au,I,unknown,1.7224847649939812,1.6094379124341003,Negative,RAW264.7,L,A,A,48,1.5116795191091805
797,Au,I,Citrate,1.7224847649939812,2.302585092994046,Negative,RAW264.7,L,A,A,48,1.515682818083122
798,Au,I,Citrate,1.7224847649939812,4.605170185988092,Negative,RAW264.7,L,A,A,48,1.515682818083122
799,Au,I,Citrate,1.7224847649939812,6.907755278982137,Negative,RAW264.7,L,A,A,48,1.5005549788551753
800,Au,I,Citrate,0.4366811181152756,2.302585092994046,Negative,RAW264.7,L,A,A,48,1.48574643489382
801,Au,I,Citrate,0.4366811181152756,4.605170185988092,Negative,RAW264.7,L,A,A,48,1.443025087303268
802,Au,I,Citrate,1.7224847649939812,1.6094379124341003,Negative,RAW264.7,L,A,A,48,1.513401753100204
803,Au,I,Citrate,1.7224847649939812,2.302585092994046,Negative,RAW264.7,L,A,A,48,1.4938935916566298
804,Au,I,Citrate,1.7224847649939812,4.605170185988092,Negative,RAW264.7,L,A,A,48,1.4764930229719484
805,Au,I,Citrate,1.7224847649939812,6.907755278982137,Negative,RAW264.7,L,A,A,48,1.3772748082347697
